source          ,target
constitution    ,hair
congresss       ,brown hair
congresss       ,literature
congresss       ,library
congresss       ,book
congresss       ,reading
congresss       ,hair
role            ,brown hair
role            ,literature
role            ,library
role            ,book
role            ,reading
role            ,hair
count           ,library
electoral       ,library
vote            ,library
challenge       ,library
contention      ,brown hair
contention      ,literature
